AI Agents | Krystal Auto-Farm Vault | krystal-auto-farm-vault | https://krystal.app | KrystalDeFi | tvl=557599.654 | Base,Binance,Robinhood Chain,Arbitrum,Ethereum,Solana,Polygon,Hyperliquid L1,Ronin
Dexs | Uniswap V4 | uniswap-v4 | https://app.uniswap.org/ | Uniswap | tvl=993111475. | Ethereum,Robinhood Chain,Binance,Base,Arbitrum,Monad,Polygon,Unichain,Soneium,Optimism,Avalanche,World Chain,X Layer,Ink,Tempo,Blast,MegaETH,Zora
Dexs | Uniswap V2 | uniswap-v2 | https://app.uniswap.org/ | Uniswap | tvl=979019557. | Ethereum,Base,Polygon,Robinhood Chain,Arbitrum,Binance,X Layer,Monad,Optimism,Avalanche,Tempo,Unichain,Zora,Ink,Celo
Dexs | PancakeSwap AMM V3 | pancakeswap-amm-v3 | https://pancakeswap.finance/swap | PancakeSwap | tvl=311928551. | Binance,Ethereum,Base,Solana,Arbitrum,Monad,zkSync Era,Linea,Robinhood Chain,Op_Bnb,Polygon zkEVM
Dexs | SushiSwap V3 | sushiswap-v3 | https://sushi.com/ | SushiSwap | tvl=43319862.7 | Ethereum,Katana,Base,Robinhood Chain,Hemi,Arbitrum,Polygon,RSK,Filecoin,Optimism,ThunderCore,Binance,Scroll,Avalanche,xDai,Linea,Europa,Arbitrum Nova,Sonic,CORE,Metis,Blast,Fantom,ZetaChain,Kava,Fuse,Bittorrent,Moonbeam,Moonriver,Polygon zkEVM
Dexs | Ekubo | ekubo | https://ekubo.org/ | EkuboProtocol | tvl=25795849.5 | Starknet,Ethereum,Robinhood Chain
Dexs | Ramses CL V2 | ramses-cl-v2 | https://ramses.xyz | RamsesExchange | tvl=16766869.0 | Hyperliquid L1,Robinhood Chain,Polygon,Arbitrum
Dexs | up v3 | up-v3 | https://up33.xyz/ | uponrh | tvl=11533026.4 | Robinhood Chain
Dexs | Fables | fables | https://www.fables.fi/ | fablesfi | tvl=4186821.77 | Robinhood Chain
Dexs | GIGA V3 | giga-v3 | https://gigadex.fi | giga_dex | tvl=1131665.91 | Robinhood Chain
Dexs | Kipseli | kipseli |  | null | tvl=1054076.28 | Base,Robinhood Chain,Binance
Dexs | Raphael Exchange | raphael-exchange | https://www.raphael.exchange/ | raphaelexchange | tvl=1015628.52 | Robinhood Chain
Dexs | LiquidCore | liquidcore | https://liqd.ag | LiquidLaunchHL | tvl=958980.986 | Hyperliquid L1,Robinhood Chain
Dexs | STONX | stonx | https://ekubo.org | EkuboProtocol | tvl=912119.290 | Robinhood Chain
Dexs | Alandale V3 | alandale-v3 | https://alandale.xyz | alandalexyz | tvl=821274.228 | Robinhood Chain
Dexs | up v2 | up-v2 | https://up33.xyz/ | uponrh | tvl=752458.257 | Robinhood Chain
Dexs | Ramses Legacy V2 | ramses-legacy-v2 | https://ramses.xyz | RamsesExchange | tvl=734247.602 | Hyperliquid L1,Robinhood Chain,Polygon,Arbitrum
Dexs | Ramses DLMM | ramses-dlmm | https://ramses.xyz | RamsesExchange | tvl=439044.109 | Robinhood Chain
Dexs | GIGA V2 | giga-v2 | https://gigadex.fi | giga_dex | tvl=356122.686 | Robinhood Chain
Dexs | Orvex | orvex |  | OrvexFi | tvl=319589.672 | Robinhood Chain
Dexs | SectorOne DLMM | sectorone-dlmm | https://sectorone.xyz | SectorOneDEX | tvl=241607.153 | Robinhood Chain,Base,MegaETH,Ethereum
Dexs | BrownFi V3 | brownfi-v3 | https://brownfi.io/ | brownfiamm | tvl=206224.887 | Berachain,Robinhood Chain,Hyperliquid L1,Linea,Arbitrum
Dexs | Deepstate | deepstate | https://deepstate.sh/ | josephdelong | tvl=133694.962 | Robinhood Chain
Dexs | Catnip | catnip |  | catnipexchange | tvl=69831.1109 | Robinhood Chain
Dexs | Alandale V2 | alandale-v2 | https://alandale.xyz | alandalexyz | tvl=57449.1389 | Robinhood Chain
Dexs | FrothSwap | frothswap |  | froth_meme | tvl=40672.4237 | Robinhood Chain
Dexs | RobinSwap V3 | robinswap-v3 | https://www.robinswap.finance | RobinSwap_ | tvl=25186.2770 | Robinhood Chain
Dexs | Sheriff V3 | sheriff-v3 | https://app.sheriff.exchange/ | sheriffexchange | tvl=24865.6251 | Robinhood Chain
Dexs | Skate AMM | skate-amm | https://amm.skatechain.org/swap | skate_chain | tvl=23122.8106 | Binance,Solana,Arbitrum,Ethereum,Robinhood Chain,Sui,Base,Hyperliquid L1,Monad,Eclipse,Tempo,MegaETH,Mantle,Plume Mainnet,0G
Dexs | SwapHood V3 | swaphood-v3 | https://www.swaphood.finance/#/ | SwapHoodFi | tvl=11679.9576 | Robinhood Chain
Dexs | AEON Protocol | aeon-protocol |   | null | tvl=6432.42304 | Robinhood Chain
Dexs | SwapHood V2 | swaphood-v2 | https://www.swaphood.finance/#/ | SwapHoodFi | tvl=3897.73678 | Robinhood Chain
Dexs | ParitySwap V2 | parityswap-v2 |  | Parity_io | tvl=2691.09637 | Robinhood Chain
Dexs | Sheriff V2 | sheriff-v2 | https://app.sheriff.exchange/ | sheriffexchange | tvl=2668.48858 | Robinhood Chain
Dexs | RobinSwap V2 | robinswap-v2 | https://www.robinswap.finance | RobinSwap_ | tvl=2131.55021 | Robinhood Chain
Dexs | ParitySwap V3 | parityswap-v3 |  | Parity_io | tvl=745.187876 | Robinhood Chain
Dexs | Morpheus | morpheus |  | Morpheus_Farm | tvl=413.845229 | Robinhood Chain
Dexs | Hoodit | hoodit |  | HooditXYZ | tvl=86.6629879 | Robinhood Chain
Dexs | KOLSwap | kolswap |  | KOLMARKET | tvl=38.8676163 | Robinhood Chain,Binance
Farm | Waddle Club | waddle-club |  | waddle_club | tvl=111.234351 | Robinhood Chain,MegaETH
Gamified Mining | StockRip | stockrip | https://stockrip.com/ | stockripx | tvl=163698.394 | Robinhood Chain
Gamified Mining | SLVR | slvr |  | S_L_V_R_FUN | tvl=60038.6495 | Robinhood Chain
Gamified Mining | Orchard | orchard |  | orcharddotgold | tvl=32542.8302 | Robinhood Chain
Gamified Mining | LUNA | luna |  | lunasupply | tvl=2575.01566 | Robinhood Chain
Gamified Mining | Orixium | orixium |  | cavewatch | tvl=1413.51824 | Robinhood Chain
Gamified Mining | BowStop | bowstop |  | BowStopApp | tvl=594.537237 | Robinhood Chain
Gamified Mining | ROAR | roar |  | roar_supply | tvl=486.857075 | Robinhood Chain
Gamified Mining | STEEL | steel |  | steeldotfun | tvl=264.632185 | Robinhood Chain
Gamified Mining | MinePea | minepea | https://minepea.com/ | minepea_ | tvl=157.534248 | Robinhood Chain
Gaming | HOODZ | hoodz |  | HOODZRH | tvl=79.5387152 | Robinhood Chain
Indexes | Vimen | vimen | https://vimen.org | vimenprotocol | tvl=9362.06567 | Robinhood Chain
Indexes | Hood Index | hood-index |  | hMAG7index | tvl=81.8909092 | Robinhood Chain
Launchpad | NOXA Fun | noxa-fun | https://fun.noxa.eth.limo/ | Noxa_Fi | tvl=5343241.00 | Robinhood Chain,Monad,Merlin,MegaETH,Stable,Intuition
Launchpad | StonkBrokers | stonkbrokers | https://www.stonkbrokers.cash | ClutchMarkets | tvl=1165995.67 | Robinhood Chain
Launchpad | token.select | token.select | https://token.select | selectfdn | tvl=292092.024 | Robinhood Chain
Launchpad | Sentry | sentry |   | sentrylauncher | tvl=194972.287 | Robinhood Chain,Ink
Launchpad | Coinbarrel | coinbarrel |  | UseCoinbarrel | tvl=58432.8624 | Robinhood Chain
Launchpad | basedbid | basedbid |   | basedbidx | tvl=50478.3705 | Robinhood Chain,Solana,Base,Binance,Ethereum,MegaETH
Launchpad | Frontier | frontier |  | frontierhood | tvl=50103.5252 | Robinhood Chain
Launchpad | Boardwalk | boardwalk | https://www.useboardwalk.com/ | useboardwalk | tvl=27342.2787 | Base,Robinhood Chain,Ethereum,Arbitrum
Launchpad | Peeps | peeps |  | peepsdotwtf | tvl=25975.2299 | Robinhood Chain
Launchpad | RaiseHood | raisehood | https://www.raisehood.xyz | RaiseHood | tvl=16422.7631 | Robinhood Chain
Launchpad | Based Alpha | based-alpha | https://alpha.based.one | BasedOneX | tvl=14550.6186 | Robinhood Chain
Launchpad | MerryForge | merryforge |  | merryforge | tvl=13370.7193 | Robinhood Chain
Launchpad | DexLaunch | dexlaunch |  | dexlaunchfun | tvl=8022.17966 | Robinhood Chain,Hyperliquid L1,BOT Chain
Launchpad | Unihood | unihood |  | unihoodotfun | tvl=2198.56778 | Robinhood Chain
Launchpad | RobinFun | robinfun |   | robinfunxyz | tvl=1895.56889 | Robinhood Chain
Launchpad | RH.fun | rh.fun |  | RHdotfun | tvl=1672.24078 | Robinhood Chain
Launchpad | popi | popi |  | popiwtf | tvl=993.367346 | Robinhood Chain,Solana
Launchpad | HoodMint | hoodmint |  | HoodMintFun | tvl=578.524823 | Robinhood Chain
Launchpad | ArrowPad.fun | arrowpad.fun |  | Arrowpadfun | tvl=536.780064 | Robinhood Chain
Launchpad | keep.coffee | keep.coffee |   | keepdotcoffee | tvl=174.976564 | Solana,Robinhood Chain
Launchpad | Mixpad | mixpad |  | mixpadfun | tvl=147.211678 | Robinhood Chain
Launchpad | DOTT | dott |  | DumpOnTrenches | tvl=109.234221 | Robinhood Chain
Launchpad | HoodPump | hoodpump |  | hoodpump_fun | tvl=51.2030152 | Robinhood Chain
Launchpad | H00D | h00d |  | h00dtrading | tvl=22.2352311 | Robinhood Chain
Launchpad | ymym.meme | ymym.meme |  | ymym_hood | tvl=7.02671310 | Robinhood Chain
Launchpad | BlueFun | bluefun |  | BluefunLaunch | tvl=3.43450364 | Base,Robinhood Chain
Launchpad | ArrowPad | arrowpad |   | RobinArrowPad | tvl=1.01266400 | Robinhood Chain
Launchpad | BowYard | bowyard |  | BowYardAI | tvl=0.60866740 | Robinhood Chain
Launchpad | AvaLove | avalove |  | AvaLoveApp | tvl=0.01746551 | Avalanche,Robinhood Chain
Launchpad | LuckyLaunch | luckylaunch |  | AvaLoveApp | tvl=0 | Avalanche,Robinhood Chain
Lending | Morpho Blue | morpho-blue | https://app.morpho.org | Morpho | tvl=9481471854 | Ethereum,Base,Robinhood Chain,Hyperliquid L1,Monad,Morph,Flare,Katana,Tempo,Pharos,World Chain,Stable,Arbitrum,Sei,Plume Mainnet,Citrea,Polygon,Etherlink,Optimism,Unichain,MegaETH,Celo,TAC,XDC,Abstract,Klaytn,Soneium,Lisk,Hemi,Fraxtal,Binance,Sonic,Scroll,0G,Ink,Corn,Botanix,Linea,Zircuit,Bitlayer,Mode,xDai
Lending | TermMax | termmax | https://ts.finance/termmax/ | TermMaxFi | tvl=30404852.6 | Ethereum,Binance,Berachain,Robinhood Chain,X Layer,Base,Arbitrum,Hyperliquid L1,BSquared
Lending | Native Credit Pool | native-credit-pool | https://native.org | native_fi | tvl=23258453.2 | Ethereum,Binance,Morph,Arbitrum,Base,Robinhood Chain,X Layer
Lending | Kyros Finance | kyros-finance |  | KyrosFinance | tvl=52.9974160 | Robinhood Chain
Liquidity Automation | What The Hook | what-the-hook | https://www.whatthehook.io | whatthehookv4 | tvl=217843.521 | Robinhood Chain
Liquidity Automation | GlueHook | gluehook | https://gluehook.trade | GlueFinance | tvl=11300.0098 | Ethereum,Robinhood Chain,Binance,Unichain,X Layer,World Chain,Base,Tempo,Zora,Arbitrum,Polygon,MegaETH,Optimism,Soneium,Avalanche,Monad,Blast,Celo
Liquidity Manager | Snuggle | snuggle | https://snuggle.fi/ | SnuggleFi | tvl=8634559.97 | Base,Robinhood Chain,Arbitrum
Liquidity Manager | EZManager | ezmanager | https://ezmanager.finance | EZManagerCL | tvl=466652.005 | Base,Hyperliquid L1,Robinhood Chain,Ethereum,Binance,Arbitrum
Liquidity Manager | EZMoney | ezmoney | https://ezmoney.finance | EZManagerCL | tvl=76832.1881 | Robinhood Chain,Base,Hyperliquid L1,Binance,Arbitrum
Liquidity Manager | KeelLabs | keellabs |  | keelagentlabs | tvl=19039.7892 | Hyperliquid L1,Robinhood Chain,Arbitrum,Binance
Liquidity Manager | Delta | delta | https://deltaliquidity.app/ | deltaliquidity | tvl=16158.8031 | Robinhood Chain
Liquidity Manager | Quiver Protocol | quiver-protocol |  | Quiver_Protocol | tvl=4885.22450 | Robinhood Chain
Liquidity Manager | Tirelire | tirelire |  | TirelireXYZ | tvl=0 | Robinhood Chain
Luck Games | Astro | astro | https://astro.fun | astrofungame | tvl=85399.5413 | Robinhood Chain
Luck Games | Fake Wall Street | fake-wall-street |  | fwsfun | tvl=15114.4080 | Robinhood Chain
NFT Automated Strategies | STOCKMON | stockmon |  | stockmonrh | tvl=15844.3812 | Robinhood Chain
Onchain Capital Allocator | Spark Liquidity Layer | spark-liquidity-layer | https://spark.finance/ | sparkfinance | tvl=2293550113 | Ethereum,Base,Arbitrum,Optimism,Unichain,Avalanche,X Layer,Robinhood Chain
Onchain Capital Allocator | D2 Finance | d2-finance | https://d2.finance/strategies | D2_Finance | tvl=33270428.5 | Hyperliquid L1,Arbitrum,Base,Optimism,Ethereum,Robinhood Chain,Berachain
Onchain Capital Allocator | T3tris Finance | t3tris-finance | https://t3tris.finance/ | 0xT3tris | tvl=13193216.5 | Arbitrum,Robinhood Chain
Prediction Market | Meridian Predict | meridian-predict | https://app.meridian.xyz/predict | meridiandotxyz | tvl=264475.718 | Robinhood Chain
Prediction Market | Hoodbets | hoodbets |   | hoodbetsxyz | tvl=1037.20353 | Robinhood Chain
Prediction Market | wambo.fun | wambo.fun |  | Wambofun | tvl=0 | Robinhood Chain
Privacy | Privacy Cash | privacy-cash | https://privacycash.org/ | theprivacycash | tvl=2100646.83 | Solana,Base,Ethereum,Robinhood Chain,Binance
Privacy | Sherwood | sherwood |  | sherw00d_cash | tvl=104978.945 | Robinhood Chain
RWA Lending | Sharewoods | sharewoods | https://app.sharewoods.xyz | SharewoodsFi | tvl=2.01117931 | Robinhood Chain
Reserve Currency | NetNet Capital Management | netnet-capital-management | https://netnet.capital | NetNetCap | tvl=0 | Robinhood Chain
Risk Curators | Steakhouse Financial | steakhouse-financial | https://www.steakhouse.financial/ | SteakhouseFi | tvl=3012682168 | Base,Ethereum,Robinhood Chain,Solana,Monad,Katana,Arbitrum,Polygon,Corn,Unichain
Risk Curators | Gami Labs | gami-labs | https://gamilabs.io/ | GamiLabs | tvl=56021358.1 | Stellar,Ethereum,Base,Flare,Avalanche,Robinhood Chain,Hemi
Token Locker | UNCX Network V2 | uncx-network-v2 | https://uncx.network/ | UNCX_token | tvl=141346936. | Ethereum,Binance,Base,Polygon,Arbitrum,Avalanche,Robinhood Chain,Optimism,xDai
Token Locker | UNCX Network V3 | uncx-network-v3 | https://uncx.network/ | UNCX_token | tvl=34386916.6 | Ethereum,Robinhood Chain,Base,Binance,Polygon,Arbitrum,Unichain,Hyperliquid L1,Optimism,Celo
Token Locker | UNCX Network V4 | uncx-network-v4 | https://uncx.network/ | UNCX_token | tvl=3553861.02 | Base,Ethereum,Robinhood Chain,Unichain,Arbitrum,Binance,Polygon
Uncollateralized Lending | Accountable | accountable | https://accountable.capital/ | AccountableData | tvl=884395.398 | Robinhood Chain,Arbitrum,Monad,Ethereum,Citrea
Volume Boosting | Ravenhood | ravenhood |  | RVHProtocol | tvl=0 | Robinhood Chain
Yield | Spark Savings | spark-savings | https://spark.finance/ | sparkfinance | tvl=1209266674 | Ethereum,Arbitrum,Robinhood Chain,Avalanche,Base,Optimism,Unichain,X Layer
Yield | TownSquare RWA Vaults | townsquare-rwa-vaults | https://app.townsq.xyz/ | TownSquarexyz | tvl=12372187.9 | Arbitrum,Monad,Ethereum,Base,X Layer,Pharos,Ink,Robinhood Chain
Yield | Saffron Vaults | saffron-vaults | https://saffron.finance | saffron | tvl=926101.244 | Ethereum,Robinhood Chain,Arbitrum,Binance,Base,xDai,Optimism,Monad,X Layer
Yield | ARMSys | armsys |   | armsysxyz | tvl=51832.9197 | Robinhood Chain,Base
Yield Aggregator | Fusion by IPOR | fusion-by-ipor | https://app.ipor.io/fusion | ipor_io | tvl=60245128.2 | Base,Ethereum,Arbitrum,Unichain,Plasma,Avalanche,Katana,Hyperliquid L1,Robinhood Chain,Monad,TAC,Ink
Yield Aggregator | DexFi Aggregator | dexfi-aggregator | https://dexfi.com/ | DexFinance | tvl=2523856.49 | Base,Robinhood Chain,Ethereum,Arbitrum,Binance,Avalanche,Sonic
Yield Aggregator | Spiral Stake | spiral-stake | https://spiralstake.xyz | 0xspiralstake | tvl=7312.44645 | Ethereum,Robinhood Chain
Yield Aggregator | Yieldfy | yieldfy |  | Yieldfy | tvl=33.8558931 | Robinhood Chain
Yield Aggregator | Moonvault | moonvault | https://moonvault.org/ | MoonVault_Fi | tvl=9.74782922 | Robinhood Chain
